year,industry_raw,industry_code,industry_level,births,survival_of_1_year,percent_of_1_year,survival_of_2_year,percent_of_2_year,survival_of_3_year,percent_of_3_year,survival_of_4_year,percent_of_4_year,survival_of_5_year,percent_of_5_year
2022,522 : Support activities for transportation,522,group,1955,1805,92.3273657289003,1180,60.3580562659847,NA,NA,NA,NA,NA,NA
2022,53 : Postal and courier activities,53,division,17160,12295,71.6491841491842,7130,41.5501165501165,NA,NA,NA,NA,NA,NA
2022,531 : Postal activities under universal service obligation,531,group,135,130,96.2962962962963,100,74.0740740740741,NA,NA,NA,NA,NA,NA
2022,532 : Other postal and courier activities,532,group,17025,12165,71.4537444933921,7030,41.2922173274596,NA,NA,NA,NA,NA,NA
2022,55 : Accommodation,55,division,2395,2250,93.9457202505219,1860,77.6617954070981,NA,NA,NA,NA,NA,NA
2022,551 : Hotels and similar accommodation,551,group,785,745,94.9044585987261,620,78.9808917197452,NA,NA,NA,NA,NA,NA
2022,552 : Holiday and other short-stay accommodation,552,group,1210,1130,93.3884297520661,915,75.6198347107438,NA,NA,NA,NA,NA,NA
2022,"553 : Camping grounds, recreational vehicle parks and trailer parks",553,group,200,185,92.5,160,80,NA,NA,NA,NA,NA,NA
2022,559 : Other accommodation,559,group,200,190,95,165,82.5,NA,NA,NA,NA,NA,NA
2022,56 : Food and beverage service activities,56,division,26155,24405,93.3091187153508,17490,66.8705792391512,NA,NA,NA,NA,NA,NA
2022,561 : Restaurants and mobile food service activities,561,group,17520,16200,92.4657534246575,12115,69.1495433789954,NA,NA,NA,NA,NA,NA
2022,562 : Event catering and other food service activities,562,group,5130,4880,95.1267056530214,2735,53.3138401559454,NA,NA,NA,NA,NA,NA
2022,563 : Beverage serving activities,563,group,3505,3325,94.8644793152639,2640,75.320970042796,NA,NA,NA,NA,NA,NA
2022,58 : Publishing activities,58,division,1600,1500,93.75,1160,72.5,NA,NA,NA,NA,NA,NA
2022,"581 : Publishing of books, periodicals and other publishing activities",581,group,915,865,94.5355191256831,670,73.224043715847,NA,NA,NA,NA,NA,NA
2022,582 : Software publishing,582,group,685,635,92.7007299270073,490,71.5328467153285,NA,NA,NA,NA,NA,NA
2022,"59 : Motion picture, video and television programme production, sound recording and music publishing activities",59,division,4365,4135,94.7308132875143,3425,78.4650630011455,NA,NA,NA,NA,NA,NA
2022,"591 : Motion picture, video and television programme activities",591,group,3690,3510,95.1219512195122,2935,79.5392953929539,NA,NA,NA,NA,NA,NA
2022,592 : Sound recording and music publishing activities,592,group,675,625,92.5925925925926,490,72.5925925925926,NA,NA,NA,NA,NA,NA
2022,60 : Programming and broadcasting activities,60,division,235,230,97.8723404255319,195,82.9787234042553,NA,NA,NA,NA,NA,NA
2022,601 : Radio broadcasting,601,group,70,65,92.8571428571429,50,71.4285714285714,NA,NA,NA,NA,NA,NA
2022,602 : Television programming and broadcasting activities,602,group,165,165,100,145,87.8787878787879,NA,NA,NA,NA,NA,NA
2022,61 : Telecommunications,61,division,870,830,95.4022988505747,655,75.2873563218391,NA,NA,NA,NA,NA,NA
2022,611 : Wired telecommunications activities,611,group,260,245,94.2307692307692,200,76.9230769230769,NA,NA,NA,NA,NA,NA
2022,612 : Wireless telecommunications activities,612,group,155,150,96.7741935483871,110,70.9677419354839,NA,NA,NA,NA,NA,NA
2022,613 : Satellite telecommunications activities,613,group,25,20,80,15,60,NA,NA,NA,NA,NA,NA
2022,619 : Other telecommunications activities,619,group,430,415,96.5116279069768,330,76.7441860465116,NA,NA,NA,NA,NA,NA
2022,"62 : Computer programming, consultancy and related activities",62,division,14125,13425,95.0442477876106,10850,76.8141592920354,NA,NA,NA,NA,NA,NA
2022,"620 : Computer programming, consultancy and related activities",620,group,14125,13425,95.0442477876106,10850,76.8141592920354,NA,NA,NA,NA,NA,NA
2022,63 : Information service activities,63,division,1260,1145,90.8730158730159,850,67.4603174603175,NA,NA,NA,NA,NA,NA
2022,"631 : Data processing, hosting and related activities; web portals",631,group,695,650,93.5251798561151,480,69.0647482014388,NA,NA,NA,NA,NA,NA
2022,639 : Other information service activities,639,group,565,495,87.6106194690265,370,65.4867256637168,NA,NA,NA,NA,NA,NA
2022,"64 (Excl 642) : Financial service activities, except insurance and pension funding",64,division,1555,1495,96.1414790996785,1295,83.2797427652733,NA,NA,NA,NA,NA,NA
2022,641 : Monetary intermediation,641,group,5,5,100,5,100,NA,NA,NA,NA,NA,NA
2022,"643 : Trusts, funds and similar financial entities",643,group,145,135,93.1034482758621,105,72.4137931034483,NA,NA,NA,NA,NA,NA
2022,"649 : Other financial service activities, except insurance and pension funding",649,group,1405,1355,96.44128113879,1185,84.3416370106762,NA,NA,NA,NA,NA,NA
2022,"65 : Insurance, reinsurance and pension funding, except compulsory social security",65,division,160,85,53.125,65,40.625,NA,NA,NA,NA,NA,NA
2022,651 : Insurance,651,group,75,75,100,60,80,NA,NA,NA,NA,NA,NA
2022,652 : Reinsurance,652,group,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2022,653 : Pension funding,653,group,85,10,11.7647058823529,5,5.88235294117647,NA,NA,NA,NA,NA,NA
2022,66 : Activities auxiliary to financial services and insurance activities,66,division,1060,1005,94.811320754717,845,79.7169811320755,NA,NA,NA,NA,NA,NA
2022,"661 : Activities auxiliary to financial services, except insurance and pension funding",661,group,530,505,95.2830188679245,405,76.4150943396226,NA,NA,NA,NA,NA,NA
2022,662 : Activities auxiliary to insurance and pension funding,662,group,355,335,94.3661971830986,305,85.9154929577465,NA,NA,NA,NA,NA,NA
2022,663 : Fund management activities,663,group,175,165,94.2857142857143,135,77.1428571428572,NA,NA,NA,NA,NA,NA
2022,68 : Real estate activities,68,division,11825,11170,94.46088794926,8740,73.9112050739958,NA,NA,NA,NA,NA,NA
2022,681 : Buying and selling of own real estate,681,group,2640,2475,93.75,1875,71.0227272727273,NA,NA,NA,NA,NA,NA
2022,682 : Renting and operating of own or leased real estate,682,group,5715,5405,94.575678040245,4335,75.8530183727034,NA,NA,NA,NA,NA,NA
2022,683 : Real estate activities on a fee or contract basis,683,group,3470,3290,94.8126801152738,2530,72.9106628242075,NA,NA,NA,NA,NA,NA
2022,69 : Legal and accounting activities,69,division,4845,4650,95.9752321981424,4045,83.4881320949432,NA,NA,NA,NA,NA,NA
2022,691 : Legal activities,691,group,1915,1845,96.3446475195823,1655,86.4229765013055,NA,NA,NA,NA,NA,NA
2022,"692 : Accounting, bookkeeping and auditing activities; tax consultancy",692,group,2930,2805,95.7337883959044,2390,81.5699658703072,NA,NA,NA,NA,NA,NA
2022,70 : Activities of head offices; management consultancy activities,70,division,18755,17790,94.8547054118902,14480,77.2060783790989,NA,NA,NA,NA,NA,NA
2022,701 : Activities of head offices,701,group,1280,1225,95.703125,970,75.78125,NA,NA,NA,NA,NA,NA
2022,702 : Management consultancy activities,702,group,17475,16565,94.7925608011445,13510,77.310443490701,NA,NA,NA,NA,NA,NA
2022,71 : Architectural and engineering activities; technical testing and analysis,71,division,6640,6345,95.5572289156626,5350,80.5722891566265,NA,NA,NA,NA,NA,NA
2022,711 : Architectural and engineering activities and related technical consultancy,711,group,6320,6045,95.6487341772152,5110,80.8544303797468,NA,NA,NA,NA,NA,NA
2022,712 : Technical testing and analysis,712,group,320,300,93.75,240,75,NA,NA,NA,NA,NA,NA
2022,72 : Scientific research and development,72,division,575,550,95.6521739130435,440,76.5217391304348,NA,NA,NA,NA,NA,NA
2022,721 : Research and experimental development on natural sciences and engineering,721,group,485,465,95.8762886597938,370,76.2886597938144,NA,NA,NA,NA,NA,NA
2022,722 : Research and experimental development on social sciences and humanities,722,group,90,85,94.4444444444444,70,77.7777777777778,NA,NA,NA,NA,NA,NA
2022,73 : Advertising and market research,73,division,2700,2535,93.8888888888889,1995,73.8888888888889,NA,NA,NA,NA,NA,NA
2022,731 : Advertising,731,group,2515,2360,93.8369781312127,1855,73.7574552683897,NA,NA,NA,NA,NA,NA
2022,732 : Market research and public opinion polling,732,group,185,175,94.5945945945946,140,75.6756756756757,NA,NA,NA,NA,NA,NA
2022,"74 : Other professional, scientific and technical activities",74,division,13540,12630,93.2791728212703,9890,73.0428360413589,NA,NA,NA,NA,NA,NA
2022,741 : Specialised design activities,741,group,2510,2340,93.2270916334661,1880,74.9003984063745,NA,NA,NA,NA,NA,NA
2022,742 : Photographic activities,742,group,1115,1020,91.4798206278027,740,66.3677130044843,NA,NA,NA,NA,NA,NA
2022,743 : Translation and interpretation activities,743,group,135,125,92.5925925925926,100,74.0740740740741,NA,NA,NA,NA,NA,NA
2022,"749 : Other professional, scientific and technical activities n.e.c.",749,group,9780,9145,93.5071574642127,7170,73.3128834355828,NA,NA,NA,NA,NA,NA
2022,75 : Veterinary activities,75,division,390,375,96.1538461538462,345,88.4615384615385,NA,NA,NA,NA,NA,NA
2022,750 : Veterinary activities,750,group,390,375,96.1538461538462,345,88.4615384615385,NA,NA,NA,NA,NA,NA
2022,77 : Rental and leasing activities,77,division,1770,1650,93.2203389830508,1205,68.0790960451977,NA,NA,NA,NA,NA,NA
2022,771 : Renting and leasing of motor vehicles,771,group,545,505,92.6605504587156,345,63.302752293578,NA,NA,NA,NA,NA,NA
2022,772 : Renting and leasing of personal and household goods,772,group,285,270,94.7368421052632,205,71.9298245614035,NA,NA,NA,NA,NA,NA
2022,"773 : Renting and leasing of other machinery, equipment and tangible goods",773,group,845,790,93.491124260355,600,71.0059171597633,NA,NA,NA,NA,NA,NA
2022,"774 : Leasing of intellectual property and similar products, except copyrighted works",774,group,95,85,89.4736842105263,55,57.8947368421053,NA,NA,NA,NA,NA,NA
2022,78 : Employment activities,78,division,3485,3280,94.1176470588235,2535,72.7403156384505,NA,NA,NA,NA,NA,NA
2022,781 : Activities of employment placement agencies,781,group,2020,1905,94.3069306930693,1465,72.5247524752475,NA,NA,NA,NA,NA,NA
2022,782 : Temporary employment agency activities,782,group,995,930,93.4673366834171,725,72.8643216080402,NA,NA,NA,NA,NA,NA
2022,783 : Other human resources provision,783,group,470,445,94.6808510638298,345,73.4042553191489,NA,NA,NA,NA,NA,NA
2022,"79 : Travel agency, tour operator and other reservation service and related activities",79,division,830,760,91.566265060241,605,72.8915662650602,NA,NA,NA,NA,NA,NA
2022,791 : Travel agency and tour operator activities,791,group,620,570,91.9354838709677,460,74.1935483870968,NA,NA,NA,NA,NA,NA
2022,799 : Other reservation service and related activities,799,group,210,190,90.4761904761905,145,69.0476190476191,NA,NA,NA,NA,NA,NA
2022,80 : Security and investigation activities,80,division,1505,1425,94.6843853820598,1125,74.7508305647841,NA,NA,NA,NA,NA,NA
2022,801 : Private security activities,801,group,995,935,93.9698492462311,720,72.3618090452261,NA,NA,NA,NA,NA,NA
2022,802 : Security systems service activities,802,group,460,440,95.6521739130435,365,79.3478260869565,NA,NA,NA,NA,NA,NA
2022,803 : Investigation activities,803,group,50,50,100,40,80,NA,NA,NA,NA,NA,NA
2022,81 : Services to buildings and landscape activities,81,division,6785,6240,91.9675755342668,4675,68.9019896831245,NA,NA,NA,NA,NA,NA
2022,811 : Combined facilities support activities,811,group,450,430,95.5555555555556,325,72.2222222222222,NA,NA,NA,NA,NA,NA
2022,812 : Cleaning activities,812,group,4120,3740,90.7766990291262,2625,63.7135922330097,NA,NA,NA,NA,NA,NA
2022,813 : Landscape service activities,813,group,2215,2070,93.4537246049661,1725,77.8781038374718,NA,NA,NA,NA,NA,NA
2022,"82 : Office administrative, office support and other business support activities",82,division,25595,24120,94.2371556944716,17950,70.1308849384645,NA,NA,NA,NA,NA,NA
2022,821 : Office administrative and support activities,821,group,2745,2680,97.632058287796,1345,48.9981785063752,NA,NA,NA,NA,NA,NA
2022,822 : Activities of call centres,822,group,50,50,100,35,70,NA,NA,NA,NA,NA,NA
2022,823 : Organisation of conventions and trade shows,823,group,355,330,92.9577464788732,275,77.4647887323944,NA,NA,NA,NA,NA,NA
2022,829 : Business support service activities n.e.c.,829,group,22445,21060,93.8293606593896,16295,72.5996881265315,NA,NA,NA,NA,NA,NA
2022,85 : Education,85,division,5000,4685,93.7,3880,77.6,NA,NA,NA,NA,NA,NA
2022,851 : Pre-primary education,851,group,260,250,96.1538461538462,225,86.5384615384615,NA,NA,NA,NA,NA,NA
2022,852 : Primary education,852,group,135,125,92.5925925925926,100,74.0740740740741,NA,NA,NA,NA,NA,NA
2022,853 : Secondary education,853,group,305,280,91.8032786885246,210,68.8524590163934,NA,NA,NA,NA,NA,NA
2022,854 : Higher education,854,group,95,80,84.2105263157895,65,68.4210526315789,NA,NA,NA,NA,NA,NA
2022,855 : Other education,855,group,3170,2975,93.8485804416404,2480,78.2334384858044,NA,NA,NA,NA,NA,NA
2022,856 : Educational support activities,856,group,1035,975,94.2028985507246,800,77.2946859903382,NA,NA,NA,NA,NA,NA
2022,86 : Human health activities,86,division,7650,7395,96.6666666666667,6440,84.1830065359477,NA,NA,NA,NA,NA,NA
2022,861 : Hospital activities,861,group,690,665,96.3768115942029,545,78.9855072463768,NA,NA,NA,NA,NA,NA
2022,862 : Medical and dental practice activities,862,group,3360,3275,97.4702380952381,2980,88.6904761904762,NA,NA,NA,NA,NA,NA
2022,869 : Other human health activities,869,group,3600,3455,95.9722222222222,2915,80.9722222222222,NA,NA,NA,NA,NA,NA
2022,87 : Residential care activities,87,division,1115,1060,95.067264573991,855,76.6816143497758,NA,NA,NA,NA,NA,NA
2022,871 : Residential nursing care activities,871,group,210,200,95.2380952380952,145,69.0476190476191,NA,NA,NA,NA,NA,NA
2022,"872 : Residential care activities for learning disabilities, mental health and substance abuse",872,group,310,295,95.1612903225807,240,77.4193548387097,NA,NA,NA,NA,NA,NA
2022,873 : Residential care activities for the elderly and disabled,873,group,245,230,93.8775510204082,190,77.5510204081633,NA,NA,NA,NA,NA,NA
2022,879 : Other residential care activities,879,group,350,335,95.7142857142857,280,80,NA,NA,NA,NA,NA,NA
2022,88 : Social work activities without accommodation,88,division,2125,2070,97.4117647058823,1775,83.5294117647059,NA,NA,NA,NA,NA,NA
2022,881 : Social work activities without accommodation for the elderly and disabled,881,group,440,425,96.5909090909091,365,82.9545454545455,NA,NA,NA,NA,NA,NA
2022,889 : Other social work activities without accommodation,889,group,1685,1645,97.6261127596439,1410,83.6795252225519,NA,NA,NA,NA,NA,NA
2022,"90 : Creative, arts and entertainment activities",90,division,3425,3275,95.6204379562044,2735,79.8540145985401,NA,NA,NA,NA,NA,NA
2022,"900 : Creative, arts and entertainment activities",900,group,3425,3275,95.6204379562044,2735,79.8540145985401,NA,NA,NA,NA,NA,NA
2022,"91 : Libraries, archives, museums and other cultural activities",91,division,85,85,100,65,76.4705882352941,NA,NA,NA,NA,NA,NA
2022,"910 : Libraries, archives, museums and other cultural activities",910,group,85,85,100,65,76.4705882352941,NA,NA,NA,NA,NA,NA
2022,92 : Gambling and betting activities,92,division,35,30,85.7142857142857,25,71.4285714285714,NA,NA,NA,NA,NA,NA
2022,920 : Gambling and betting activities,920,group,35,30,85.7142857142857,25,71.4285714285714,NA,NA,NA,NA,NA,NA
2022,93 : Sports activities and amusement and recreation activities,93,division,4360,4080,93.5779816513761,3245,74.4266055045871,NA,NA,NA,NA,NA,NA
2022,931 : Sports activities,931,group,3445,3220,93.4687953555878,2545,73.8751814223512,NA,NA,NA,NA,NA,NA
2022,932 : Amusement and recreation activities,932,group,915,860,93.9890710382514,700,76.5027322404372,NA,NA,NA,NA,NA,NA
2022,94 : Activities of membership organisations,94,division,945,910,96.2962962962963,755,79.8941798941799,NA,NA,NA,NA,NA,NA
2022,"941 : Activities of business, employers and professional membership organisations",941,group,315,300,95.2380952380952,225,71.4285714285714,NA,NA,NA,NA,NA,NA
2022,942 : Activities of trade unions,942,group,10,10,100,5,50,NA,NA,NA,NA,NA,NA
2022,949 : Activities of other membership organisations,949,group,620,600,96.7741935483871,525,84.6774193548387,NA,NA,NA,NA,NA,NA
2022,95 : Repair of computers and personal and household goods,95,division,775,710,91.6129032258064,495,63.8709677419355,NA,NA,NA,NA,NA,NA
2022,951 : Repair of computers and communication equipment,951,group,235,220,93.6170212765958,155,65.9574468085106,NA,NA,NA,NA,NA,NA
2022,952 : Repair of personal and household goods,952,group,540,490,90.7407407407407,340,62.962962962963,NA,NA,NA,NA,NA,NA
2022,96 : Other personal service activities,96,division,9465,8755,92.4986793449551,6835,72.2134178552562,NA,NA,NA,NA,NA,NA
2022,960 : Other personal service activities,960,group,9465,8755,92.4986793449551,6835,72.2134178552562,NA,NA,NA,NA,NA,NA
2023,05 : Mining of coal and lignite,05,division,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,051 : Mining of hard coal,051,group,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,052 : Mining of lignite,052,group,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,06 : Extraction of crude petroleum and natural gas,06,division,5,5,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,061 : Extraction of crude petroleum,061,group,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,062 : Extraction of natural gas,062,group,5,5,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,07 : Mining of metal ores,07,division,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,071 : Mining of iron ores,071,group,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,072 : Mining of non-ferrous metal ores,072,group,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,08 : Other mining and quarrying,08,division,50,45,90,NA,NA,NA,NA,NA,NA,NA,NA
2023,"081 : Quarrying of stone, sand and clay",081,group,10,5,50,NA,NA,NA,NA,NA,NA,NA,NA
2023,089 : Mining and quarrying n.e.c.,089,group,40,40,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,09 : Mining support service activities,09,division,50,45,90,NA,NA,NA,NA,NA,NA,NA,NA
2023,091 : Support activities for petroleum and natural gas extraction,091,group,15,10,66.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA
2023,099 : Support activities for other mining and quarrying,099,group,35,35,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,10 : Manufacture of food products,10,division,980,895,91.3265306122449,NA,NA,NA,NA,NA,NA,NA,NA
2023,101 : Processing and preserving of meat and production of meat products,101,group,45,45,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,"102 : Processing and preserving of fish, crustaceans and molluscs",102,group,10,10,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,103 : Processing and preserving of fruit and vegetables,103,group,50,45,90,NA,NA,NA,NA,NA,NA,NA,NA
2023,104 : Manufacture of vegetable and animal oils and fats,104,group,10,10,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,105 : Manufacture of dairy products,105,group,65,55,84.6153846153846,NA,NA,NA,NA,NA,NA,NA,NA
2023,"106 : Manufacture of grain mill products, starches and starch products",106,group,20,20,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,107 : Manufacture of bakery and farinaceous products,107,group,320,285,89.0625,NA,NA,NA,NA,NA,NA,NA,NA
2023,108 : Manufacture of other food products,108,group,410,385,93.9024390243902,NA,NA,NA,NA,NA,NA,NA,NA
2023,109 : Manufacture of prepared animal feeds,109,group,50,40,80,NA,NA,NA,NA,NA,NA,NA,NA
2023,11 : Manufacture of beverages,11,division,280,255,91.0714285714286,NA,NA,NA,NA,NA,NA,NA,NA
2023,110 : Manufacture of beverages,110,group,280,255,91.0714285714286,NA,NA,NA,NA,NA,NA,NA,NA
2023,12 : Manufacture of tobacco products,12,division,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,120 : Manufacture of tobacco products,120,group,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,13 : Manufacture of textiles,13,division,385,355,92.2077922077922,NA,NA,NA,NA,NA,NA,NA,NA
2023,131 : Preparation and spinning of textile fibres,131,group,10,10,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,132 : Weaving of textiles,132,group,15,15,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,133 : Finishing of textiles,133,group,100,95,95,NA,NA,NA,NA,NA,NA,NA,NA
2023,139 : Manufacture of other textiles,139,group,260,235,90.3846153846154,NA,NA,NA,NA,NA,NA,NA,NA
2023,14 : Manufacture of wearing apparel,14,division,345,315,91.304347826087,NA,NA,NA,NA,NA,NA,NA,NA
2023,"141 : Manufacture of wearing apparel, except fur apparel",141,group,335,305,91.044776119403,NA,NA,NA,NA,NA,NA,NA,NA
2023,142 : Manufacture of articles of fur,142,group,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,143 : Manufacture of knitted and crocheted apparel,143,group,10,10,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,15 : Manufacture of leather and related products,15,division,55,50,90.9090909090909,NA,NA,NA,NA,NA,NA,NA,NA
2023,"151 : Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",151,group,40,35,87.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,152 : Manufacture of footwear,152,group,15,15,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,"16 : Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",16,division,965,915,94.8186528497409,NA,NA,NA,NA,NA,NA,NA,NA
2023,161 : Sawmilling and planing of wood,161,group,35,35,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,"162 : Manufacture of products of wood, cork, straw and plaiting materials",162,group,930,880,94.6236559139785,NA,NA,NA,NA,NA,NA,NA,NA
2023,17 : Manufacture of paper and paper products,17,division,90,85,94.4444444444444,NA,NA,NA,NA,NA,NA,NA,NA
2023,"171 : Manufacture of pulp, paper and paperboard",171,group,10,10,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,172 : Manufacture of articles of paper and paperboard,172,group,80,75,93.75,NA,NA,NA,NA,NA,NA,NA,NA
2023,18 : Printing and reproduction of recorded media,18,division,605,570,94.2148760330578,NA,NA,NA,NA,NA,NA,NA,NA
2023,181 : Printing and service activities related to printing,181,group,535,505,94.392523364486,NA,NA,NA,NA,NA,NA,NA,NA
2023,182 : Reproduction of recorded media,182,group,70,65,92.8571428571429,NA,NA,NA,NA,NA,NA,NA,NA
2023,19 : Manufacture of coke and refined petroleum products,19,division,5,5,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,191 : Manufacture of coke oven products,191,group,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,192 : Manufacture of refined petroleum products,192,group,5,5,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,20 : Manufacture of chemicals and chemical products,20,division,270,240,88.8888888888889,NA,NA,NA,NA,NA,NA,NA,NA
2023,"201 : Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",201,group,65,55,84.6153846153846,NA,NA,NA,NA,NA,NA,NA,NA
2023,202 : Manufacture of pesticides and other agrochemical products,202,group,5,5,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,"203 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",203,group,35,30,85.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA
2023,"204 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",204,group,125,115,92,NA,NA,NA,NA,NA,NA,NA,NA
2023,205 : Manufacture of other chemical products,205,group,40,35,87.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,206 : Manufacture of man-made fibres,206,group,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,21 : Manufacture of basic pharmaceutical products and pharmaceutical preparations,21,division,55,55,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,211 : Manufacture of basic pharmaceutical products,211,group,30,30,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,212 : Manufacture of pharmaceutical preparations,212,group,25,25,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,22 : Manufacture of rubber and plastic products,22,division,205,185,90.2439024390244,NA,NA,NA,NA,NA,NA,NA,NA
2023,221 : Manufacture of rubber products,221,group,20,15,75,NA,NA,NA,NA,NA,NA,NA,NA
2023,222 : Manufacture of plastics products,222,group,185,170,91.8918918918919,NA,NA,NA,NA,NA,NA,NA,NA
2023,23 : Manufacture of other non-metallic mineral products,23,division,360,315,87.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,231 : Manufacture of glass and glass products,231,group,40,35,87.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,232 : Manufacture of refractory products,232,group,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,233 : Manufacture of clay building materials,233,group,45,35,77.7777777777778,NA,NA,NA,NA,NA,NA,NA,NA
2023,234 : Manufacture of other porcelain and ceramic products,234,group,40,40,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,"235 : Manufacture of cement, lime and plaster",235,group,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,"236 : Manufacture of articles of concrete, cement and plaster",236,group,120,95,79.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA
2023,"237 : Cutting, shaping and finishing of stone",237,group,95,90,94.7368421052632,NA,NA,NA,NA,NA,NA,NA,NA
2023,239 : Manufacture of abrasive products and non-metallic mineral products n.e.c.,239,group,20,15,75,NA,NA,NA,NA,NA,NA,NA,NA
2023,24 : Manufacture of basic metals,24,division,155,145,93.5483870967742,NA,NA,NA,NA,NA,NA,NA,NA
2023,241 : Manufacture of basic iron and steel and of ferro-alloys,241,group,85,80,94.1176470588235,NA,NA,NA,NA,NA,NA,NA,NA
2023,"242 : Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",242,group,35,30,85.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA
2023,243 : Manufacture of other products of first processing of steel,243,group,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,244 : Manufacture of basic precious and other non-ferrous metals,244,group,20,20,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,245 : Casting of metals,245,group,15,15,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,"25 : Manufacture of fabricated metal products, except machinery and equipment",25,division,1035,990,95.6521739130435,NA,NA,NA,NA,NA,NA,NA,NA
2023,251 : Manufacture of structural metal products,251,group,310,290,93.5483870967742,NA,NA,NA,NA,NA,NA,NA,NA
2023,"252 : Manufacture of tanks, reservoirs and containers of metal",252,group,25,25,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,"253 : Manufacture of steam generators, except central heating hot water boilers",253,group,5,5,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,254 : Manufacture of weapons and ammunition,254,group,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy",255,group,10,10,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,256 : Treatment and coating of metals; machining,256,group,330,320,96.969696969697,NA,NA,NA,NA,NA,NA,NA,NA
2023,"257 : Manufacture of cutlery, tools and general hardware",257,group,60,55,91.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA
2023,259 : Manufacture of other fabricated metal products,259,group,295,285,96.6101694915254,NA,NA,NA,NA,NA,NA,NA,NA
2023,"26 : Manufacture of computer, electronic and optical products",26,division,380,335,88.1578947368421,NA,NA,NA,NA,NA,NA,NA,NA
2023,261 : Manufacture of electronic components and boards,261,group,55,50,90.9090909090909,NA,NA,NA,NA,NA,NA,NA,NA
2023,262 : Manufacture of computers and peripheral equipment,262,group,40,35,87.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,263 : Manufacture of communication equipment,263,group,65,55,84.6153846153846,NA,NA,NA,NA,NA,NA,NA,NA
2023,264 : Manufacture of consumer electronics,264,group,65,55,84.6153846153846,NA,NA,NA,NA,NA,NA,NA,NA
2023,"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",265,group,75,70,93.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA
